Stop Cons.;distance;Total freight cost EUR;Total gross kg;Volume m3;Collection;Disp. dt.;Csee;City;Posta Code;CntryD;Type of transport;Forwarder;Incoterms
FAŁSZ;1667;19,70;13,46;7;DC Trosa;2020-09-09;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;10,29;0,18;5;DC Trosa;2020-09-09;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;13,91;0,23;7;DC Trosa;2020-09-09;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,87;33;DC Trosa;2020-09-09;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;129,24;199;90;DC Trosa;2020-09-09;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;17,78;5,42;1;DC Trosa;2020-09-09;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,36;45;DC Trosa;2020-09-09;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,77;33;DC Trosa;2020-09-09;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;124,34;112;7;MC Flen;2020-09-09;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;995;10,29;0,15;34;DC Trosa;2020-09-08;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;187,35;66;3;MC Flen;2020-09-07;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;10,29;0,22;32;DC Trosa;2020-09-04;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;52,11;19,3;43;DC Trosa;2020-09-04;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;13,66;2,44;34;DC Trosa;2020-09-03;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;63,87;23,17;21;DC Trosa;2020-09-02;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;14,47;0,6;6;DC Trosa;2020-09-02;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,81;0,18;6;DC Trosa;2020-09-02;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,81;0,21;87;DC Trosa;2020-09-02;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;19,01;3,23;5;DC Trosa;2020-08-31;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;13,66;0,59;34;DC Trosa;2020-08-31;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;16,83;3,78;5;DC Trosa;2020-08-31;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;352,11;1 245,00;43;MC Flen;2020-08-31;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;995;10,29;0,23;123;DC Trosa;2020-08-28;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;13,66;1,63;34;DC Trosa;2020-08-28;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;15,84;3,49;7;DC Trosa;2020-08-27;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;23,37;1,68;43;DC Trosa;2020-08-27;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;23,37;3,67;5;DC Trosa;2020-08-27;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;22,10;0,89;66;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,47;1,51;21;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;48,70;94;7;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,81;0,28;90;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,81;0,21;1,14;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,81;0,3;1,14;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;13,66;1,4;21;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;19,82;12,28;34;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,47;1,26;21;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,81;0,2;22;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;10,29;0,33;34;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;13,81;0,24;6;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;25,90;31;5;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;13,66;0,63;4;DC Trosa;2020-08-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;10,29;0,18;7;DC Trosa;2020-08-25;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;44,56;7,29;45;DC Trosa;2020-08-24;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;10,29;0,26;123;DC Trosa;2020-08-24;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;283,01;514;56;MC Flen;2020-08-24;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;995;16,83;3,62;8;DC Trosa;2020-08-21;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;10,29;0,2;87;DC Trosa;2020-08-20;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;13,66;2,07;34;DC Trosa;2020-08-20;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;615,99;212;21;MC Flen;2020-08-20;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;10,29;0,2;45;DC Trosa;2020-08-19;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;18,68;10,92;33;DC Trosa;2020-08-19;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,80;3,42;7;DC Trosa;2020-08-19;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;20,58;19,71;7;DC Trosa;2020-08-19;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;107,96;10,1;87;DC Trosa;2020-08-18;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;102,33;68;34;MC Flen;2020-08-17;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;995;169,71;60;43;DC Trosa;2020-08-14;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;125,61;44,42;45;DC Trosa;2020-08-13;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;127,59;250;7;MC Flen;2020-08-13;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;1667;205,94;574;6;MC Flen;2020-08-13;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;1667;18,74;11,31;3;DC Trosa;2020-08-12;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;10,29;0,92;21;DC Trosa;2020-08-12;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;29,30;19,9;34;DC Trosa;2020-08-12;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,22;43;DC Trosa;2020-08-12;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;24,56;7,1;34;DC Trosa;2020-08-12;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;13,91;0,1;45;DC Trosa;2020-08-12;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;219,69;19;5;DC Trosa;2020-08-11;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;36,57;12,35;3;DC Trosa;2020-08-10;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;166,77;59;123;DC Trosa;2020-08-10;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;275,04;712;90;MC Flen;2020-08-10;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;995;19,75;5,075;45;DC Trosa;2020-08-07;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;29,91;4,6;5;DC Trosa;2020-08-07;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;24,56;7,02;45;DC Trosa;2020-08-06;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;119,73;43;33;DC Trosa;2020-08-06;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;12,47;1,04;5;DC Trosa;2020-08-06;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;41,78;60;5;DC Trosa;2020-08-06;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;32,13;10,29;11,23;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;18,74;11,21;23.45;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;36,02;48;21;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,77;0,88;7;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,65;8;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,34;1,31;5;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;16,06;5,65;4;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,77;1,85;3;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,77;2,67;9;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;20,18;8,01;6;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;23,54;21,46;5;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,64;33;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;16,06;5,93;56;DC Trosa;2020-08-05;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;10,29;0,37;9;DC Trosa;2020-08-03;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;10,29;0,2;21;DC Trosa;2020-08-03;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;15,84;2,95;34;DC Trosa;2020-08-03;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;13,91;0,4;3;DC Trosa;2020-07-29;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,39;87;DC Trosa;2020-07-29;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;35,06;46;5;DC Trosa;2020-07-29;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;10,29;0,2;45;DC Trosa;2020-07-29;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;13,91;0,4;7;DC Trosa;2020-07-29;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;15,84;1,71;11,23;DC Trosa;2020-07-28;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;47,67;17,41;33,3;DC Trosa;2020-07-27;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;416,67;144;21;DC Trosa;2020-07-27;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;12,47;0,49;34;DC Trosa;2020-07-23;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;19,01;1,88;7;DC Trosa;2020-07-23;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;33,62;43;6;DC Trosa;2020-07-22;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;16,06;5,63;4;DC Trosa;2020-07-22;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;15,63;4,27;8;DC Trosa;2020-07-22;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;17,78;7,13;6;DC Trosa;2020-07-22;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,77;1,88;6;DC Trosa;2020-07-22;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;12,47;0,46;90;DC Trosa;2020-07-22;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;13,66;1,29;21;DC Trosa;2020-07-22;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;13,91;0,17;34;DC Trosa;2020-07-22;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;10,29;0,45;43;DC Trosa;2020-07-21;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;24,56;4,84;6;DC Trosa;2020-07-20;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;43,23;11,81;34;DC Trosa;2020-07-20;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;15,20;2,57;21;DC Trosa;2020-07-15;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;19,22;12,74;66;DC Trosa;2020-07-15;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,34;123;DC Trosa;2020-07-15;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;30,74;37;56;DC Trosa;2020-07-15;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;15,63;4,29;5;DC Trosa;2020-07-15;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,77;2,91;56;DC Trosa;2020-07-15;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;10,29;0,425;87;DC Trosa;2020-07-15;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;19,22;12,78;21;DC Trosa;2020-07-15;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,82;7;DC Trosa;2020-07-15;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;10,29;0,36;33;DC Trosa;2020-07-14;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;45,45;16,39;5;DC Trosa;2020-07-14;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;27,73;8,66;43.23;DC Trosa;2020-07-13;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;12,47;0,34;23.45;DC Trosa;2020-07-13;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;22,10;18,4;21;DC Trosa;2020-07-13;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;23,06;20,025;87;DC Trosa;2020-07-13;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;12,49;1,07;5;DC Trosa;2020-07-10;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;13,66;2,5;33;DC Trosa;2020-07-10;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;14,65;1,6;3;DC Trosa;2020-07-10;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;23,37;2,59;9;DC Trosa;2020-07-10;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;12,47;1,8;123;DC Trosa;2020-07-09;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;147,45;310;7;MC Flen;2020-07-09;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;1667;14,77;1,89;7;DC Trosa;2020-07-08;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;29,30;29;33;DC Trosa;2020-07-08;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;31,22;37,5;5;DC Trosa;2020-07-08;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;29,30;25;34;DC Trosa;2020-07-08;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,65;5;DC Trosa;2020-07-08;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,34;1,61;123;DC Trosa;2020-07-08;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;249,09;66;7;MC Flen;2020-07-08;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;12,49;1,36;90;DC Trosa;2020-07-07;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;60,93;22,776;5;DC Trosa;2020-07-07;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;113,85;26,22;3;DC Trosa;2020-07-06;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;352,11;1 021,00;56;MC Flen;2020-07-06;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;995;14,65;2,93;87;DC Trosa;2020-07-03;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;160,89;39,5;6;DC Trosa;2020-07-03;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;81,63;72;5;MC Flen;2020-07-03;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;12,47;1,67;34;DC Trosa;2020-07-02;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;283,01;736;5;MC Flen;2020-07-02;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;1667;74,73;120;58,6;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;22,58;19,9;43;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;14,65;0,48;7;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;73,35;118;4;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;14,65;1,44;6;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;22,58;19,488;43;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,52;33;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,77;2,39;33;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,16;34;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;21,14;15,9;7;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,77;0,68;33,3;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;13,91;0,19;43;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;10,29;0,14;45;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;13,91;0,13;33;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;1667;14,77;1,23;7;DC Trosa;2020-07-01;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;113,85;41;87;DC Trosa;2020-06-30;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;10,29;0,18;5;DC Trosa;2020-06-30;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;12,49;1,01;33;DC Trosa;2020-06-30;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;23,37;6,7;7;DC Trosa;2020-06-29;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;10,29;0,14;21;DC Trosa;2020-06-29;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;104,05;116;43;MC Flen;2020-06-29;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;995;55,05;17,77;33;DC Trosa;2020-06-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;10,29;0,2;4;DC Trosa;2020-06-26;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;18,02;1,54;8;DC Trosa;2020-06-25;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;514,10;2 756,00;9;MC Flen;2020-06-25;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;1667;149,92;318;45;MC Flen;2020-06-25;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;Done Deliveries;DAP
FAŁSZ;1667;29,30;26,6;7;DC Trosa;2020-06-24;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
FAŁSZ;995;10,29;0,23;21;DC Trosa;2020-06-24;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;995;131,49;31,49;33;DC Trosa;2020-06-24;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;air;TNT;DAP
FAŁSZ;1667;48,50;74;56;DC Trosa;2020-06-24;AB Wieliczka SP. Z.O.O.;Wieliczka;30-390;PL;road;TNT;DAP
